title,author,venue,year,class
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,ID574
Sequence query processing,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",International Conference on Management of Data,1994,ID584
XSB as an efficient deductive database engine,"Konstantinos Sagonas, Terrance Swift, David S. Warren",International Conference on Management of Data,1994,ID585
"Self-adaptive, on-line reclustering of complex object data","William J. McIver, Jr., Roger King",International Conference on Management of Data,1994,ID583
Fast subsequence matching in time-series databases,"Christos Faloutsos, M. Ranganathan, Yannis Manolopoulos",International Conference on Management of Data,1994,ID552
Shoring up persistent applications,"Michael J. Carey, David J. DeWitt, Michael J. Franklin, Nancy E. Hall, Mark L. McAuliffe, Jeffrey F. Naughton, Daniel T. Schuh, Marvin H. Solomon, C. K. Tan, Odysseas G. Tsatalos, Seth J. White, Michael J. Zwilling",International Conference on Management of Data,1994,ID581
QuickStore: a high performance mapped object store,"Seth J. White, David J. DeWitt",International Conference on Management of Data,1994,ID582
Fine-grained sharing in a page server OODBMS,"Michael J. Carey, Michael J. Franklin, Markos Zaharioudakis",International Conference on Management of Data,1994,ID551
Partition selection policies in object database garbage collection,"Jonathan E. Cook, Alexander L. Wolf, Benjamin G. Zorn",International Conference on Management of Data,1994,ID580
METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994,ID606
Formal query languages for secure relational databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",ACM Transactions on Database Systems (TODS) ,1994,ID1322
Declarative updates of relational databases,Weidong Chen,ACM Transactions on Database Systems (TODS) ,1995,ID1318
Static analysis techniques for predicting the behavior of active database rules,"Alexander Aiken, Joseph M. Hellerstein, Jennifer Widom",ACM Transactions on Database Systems (TODS) ,1995,ID1317
Databases for networks,H. V. Jagadish,International Conference on Management of Data,1994,ID560
A survey and critique of advanced transaction models,C. Mohan,International Conference on Management of Data,1994,ID559
Bounded ignorance: a technique for increasing concurrency in a replicated system,"Narayanan Krishnakumar, Arthur J. Bernstein",ACM Transactions on Database Systems (TODS) ,1994,ID1321
Quorum consensus in nested-transaction systems,"Kenneth J. Goldman, Nancy Lynch",ACM Transactions on Database Systems (TODS) ,1994,ID1320
Multigranularity locking in multiple job classes transaction processing system,"Shan-hoi Ng, Sheung-lun Hung",ACM SIGMOD Record ,1995,ID1173
A close look at the IFO data model,Magdy S. Hanna,ACM SIGMOD Record ,1995,ID1166
The third manifesto,"Hugh Darwen, C. J. Date",ACM SIGMOD Record ,1995,ID1175
Implementing deletion in B+-trees,Jan Jannink,ACM SIGMOD Record ,1995,ID1174
Application of OODB and SGML techniques in text database: an electronic dictionary system,Jian Zhang,ACM SIGMOD Record ,1995,ID1165
The INCINERATE data model,H. V. Jagadish,ACM Transactions on Database Systems (TODS) ,1995,ID1319
HODFA: an architectural framework for homogenizing heterogeneous legacy databases,"Kamalakar Karlapalem, Qing Li, Chung-Dak Shum",ACM SIGMOD Record ,1995,ID1172
Implementation aspects of an object-oriented DBMS,"Asuman Dogac, Mehmet Altinel, Cetin Ozkan, Ilker Durusoy",ACM SIGMOD Record ,1995,ID1171
MOSAICO-a system for conceptual modeling and rapid prototyping of object-oriented database application,"M. Missikoff, M. Toiati",International Conference on Management of Data,1994,ID601
A language based multidatabase system,"Eva K&#252;hn, Thomas Tschernko, Konrad Schwarz",International Conference on Management of Data,1994,ID602
Ptool: a scalable persistent object manager,"R. L. Grossman, X. Qin",International Conference on Management of Data,1994,ID603
The ORES temporal database management system,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",International Conference on Management of Data,1994,ID604
Enterprise information architectures-they're finally changing,Wesley P. Melling,International Conference on Management of Data,1994,ID597
Relaxed transaction processing,"Munindar P. Singh, Christine Tomlinson, Darrell Woelk",International Conference on Management of Data,1994,ID598
The IMPRESS DDT: a database design toolbox based on a formal specification language,"Jan Flokstra, Maurice van Keulen, Jacek Skowronek",International Conference on Management of Data,1994,ID599
The MEDUSA project: autonomous data management in a shared-nothing parallel database machine,"G. M. Bryan, W. E. Moore, B. J. Curry, K. W. Lodge, J. Geyer",International Conference on Management of Data,1994,ID600
EOS: an extensible object store,"Alexandros Biliris, Euthimios Panagos",International Conference on Management of Data,1994,ID557
The MYRIAD federated database prototype,"S.-Y. Hwang, E.-P. Lim, H.-R. Yang, S. Musukula, K. Mediratta, M. Ganesh, D. Clements, J. Stenoien, J. Srivastava",International Conference on Management of Data,1994,ID610
GENESYS: a system for efficient spatial query processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",International Conference on Management of Data,1994,ID558
Open object database management systems,Jos&#233; A. Blakeley,International Conference on Management of Data,1994,ID611
XSB as a deductive database,"Konstantinos Sagonas, Terrance Swift, David S. Warren",International Conference on Management of Data,1994,ID605
Quest: a project on database mining,"R. Agrawal, M. Carey, C. Faloutsos, S. Ghosh, M. Houtsma, T. Imieli&#324;ski, B. Iyer, A. Mahboob, H. Miranda, R. Srikant, A. Swami",International Conference on Management of Data,1994,ID607
Query by diagram: a graphical environment for querying databases,"Tiziana Catarci, Giuseppe Santucci",International Conference on Management of Data,1994,ID608
DBLearn: a system prototype for knowledge discovery in relational databases,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",International Conference on Management of Data,1994,ID609
How to modify SQL queries in order to guarantee sure answers,H.-J. Klein,ACM SIGMOD Record ,1994,ID1193
Research issues in databases for ARCS: Active Rapidly Changing data Systems,Anindya Datta,ACM SIGMOD Record ,1994,ID1192
"Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc.",CORPORATE Object Database Management Group,ACM SIGMOD Record ,1994,ID1191
Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model,"Henry F. Korth, Greg Speegle",ACM Transactions on Database Systems (TODS) ,1994,ID1326
The impact of database research on industrial products (panel),"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",ACM SIGMOD Record ,1994,ID1195
Announcement-the temporal query language TSQL2 final language definition,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record ,1994,ID2193
A TSQL2 tutorial,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record ,1994,ID1189
Performance evaluation of a new distributed deadlock detection algorithm,"Chim-fu Yeung, Sheung-lun Hung, Kam-yiu Lam",ACM SIGMOD Record ,1994,ID1194
Jumping on the NII bandwagon,Xiaolei Qian,ACM SIGMOD Record ,1994,ID1198
Database research at NTHU and ITRI,Arbee L. P. Chen,ACM SIGMOD Record ,1994,ID1190
Medical information systems: characterization and challenges,"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",ACM SIGMOD Record ,1994,ID1197
Research issues in active database systems: report from the closing panel at RIDE-ADS '94,Jennifer Widom,ACM SIGMOD Record ,1994,ID1196
Metadata for multimedia documents,"Klemens B&#246;hm, Thomas C. Rakow",ACM SIGMOD Record ,1994,ID1181
A new join algorithm,"Dong Keun Shin, Arnold Charles Meltzer",ACM SIGMOD Record ,1994,ID1179
Data modelling in the large,Martin Bertram,ACM SIGMOD Record ,1994,ID1178
Are the terms version and variant orthogonal to one another?,Hartmut Wedekind,ACM SIGMOD Record ,1994,ID2199
Supporting dynamic displays using active rules,"Oscar D&#237;az, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari",ACM SIGMOD Record ,1994,ID1205
Constructing the next 100 database management systems: like the handyman or like the engineer?,"Andreas Geppert, Klaus R. Dittrich",ACM SIGMOD Record ,1994,ID2191
Research perspectives for time series management systems,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",ACM SIGMOD Record ,1994,ID1204
A hypertext query language for images,Li Yang,ACM SIGMOD Record ,1994,ID1199
TSQL2 language specification,"Richard Thomas Snodgrass, Ilsoo Ahn, Gadi Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record ,1994,ID1207
Comprehension syntax,"Peter Buneman, Leonid Libkin, Dan Suciu, Val Tannen, Limsoon Wong",ACM SIGMOD Record ,1994,ID1201
Towards an infrastructure for temporal databases: report of an invitational ARPA/NSF workshop,"Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer &#214;zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal",ACM SIGMOD Record ,1994,ID1206
A consensus glossary of temporal database concepts,"Curtis Dyreson, Fabio Grandi, Wolfgang K&#228;fer, Nick Kline, Nikos Lorentzos, Yannis Mitsopoulos, Angelo Montanari, Daniel Nonen, Elisa Peressi, Barbara Pernici, John F. Roddick, Nandlal L. Sarda, Maria Rita Scalas, Arie Segev, Richard Thomas Snodgrass, Mike D. Soo, Abdullah Tansel, Paolo Tiberio, Gio Wiederhold",ACM SIGMOD Record ,1994,ID1200
The database research group at ETH Zurich,"Moira C. Norrie, Stephen M. Blott, Hans-J&#246;rg Schek, Gerhard Weikum",ACM SIGMOD Record ,1994,ID1209
Influencing database language standards,Leonard Gallagher,ACM SIGMOD Record ,1994,ID1210
Text databases: a survey of text models and systems,Arjan Loeffen,ACM SIGMOD Record ,1994,ID1208
Databases for GIS,"Claudia Bauzer Medeiros, Fatima Pires",ACM SIGMOD Record ,1994,ID1202
Evaluation of remote backup algorithms for transaction-processing systems,"Christos A. Polyzois, H&#233;ctor Garc&#237;a-Molina",ACM Transactions on Database Systems (TODS) ,1994,ID1324
Synthesis of extended transaction models using ACTA,"Panos K. Chrysanthis, Krithi Ramamritham",ACM Transactions on Database Systems (TODS) ,1994,ID1325
Progress on HPCC and NII,Marianne Winslett,ACM SIGMOD Record ,1994,ID1211
Automatic generation of production rules for integrity maintenance,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Letizia Tanca",ACM Transactions on Database Systems (TODS) ,1994,ID1323
Data modeling of time-based media,"Simon Gibbs, Christian Breiteneder, Dennis Tsichritzis",International Conference on Management of Data,1994,ID543
Staggered striping in multimedia information systems,"Steven Berson, Shahram Ghandeharizadeh, Richard Muntz, Xiangyu Ju",International Conference on Management of Data,1994,ID564
Combinatorial pattern discovery for scientific data: some preliminary results,"Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang",International Conference on Management of Data,1994,ID544
Implementation of magic-sets in a relational database system,"Inderpal Singh Mumick, Hamid Pirahesh",International Conference on Management of Data,1994,ID565
Incomplete path expressions and their disambiguation,"Yannis E. Ioannidis, Yezdi Lashkari",International Conference on Management of Data,1994,ID567
The effectiveness of GIOSS for the text database discovery problem,"Luis Gravano, H&#233;ctor Garc&#237;a-Molina, Anthony Tomasic",International Conference on Management of Data,1994,ID566
Adaptive selectivity estimation using query feedback,"Chungmin Melvin Chen, Nick Roussopoulos",International Conference on Management of Data,1994,ID545
Optimization of dynamic query evaluation plans,"Richard L. Cole, Goetz Graefe",International Conference on Management of Data,1994,ID568
On parallel execution of multiple pipelined hash joins,"Hui-I Hsiao, Ming-Syan Chen, Philip S. Yu",International Conference on Management of Data,1994,ID569
Estimating page fetches for index scans with finite LRU buffers,"Arun Swami, K. Bernhard Schiefer",International Conference on Management of Data,1994,ID546
Spatial joins using seeded trees,"Ming-Ling Lo, Chinya V. Ravishankar",International Conference on Management of Data,1994,ID571
Multi-step processing of spatial joins,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",International Conference on Management of Data,1994,ID570
AlphaSort: a RISC machine sort,"Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet",International Conference on Management of Data,1994,ID547
Managing memory for real-time queries,"Hwee Hwa Pang, Michael J. Carey, Miron Livny",International Conference on Management of Data,1994,ID572
Distributed file organization with scalable cost/performance,"Radek Vingralek, Yuri Breitbart, Gerhard Weikum",International Conference on Management of Data,1994,ID548
Quickly generating billion-record synthetic databases,"Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger",International Conference on Management of Data,1994,ID573
Metadata in video databases,"Ramesh Jain, Arun Hampapur",ACM SIGMOD Record ,1994,ID1182
A metadatabase system for semantic image search by a mathematical model of meaning,"Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama",ACM SIGMOD Record ,1994,ID1180
Sequoia 2000 metadata schema for satellite images,"Jean T. Anderson, Michael Stonebraker",ACM SIGMOD Record ,1994,ID1183
Using metadata for the intelligent browsing of structured media objects,"William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina",ACM SIGMOD Record ,1994,ID1184
Metadata for integrating speech documents in a text retrieval system,"Ulrike Glavitsch, Peter Sch&#228;uble, Martin Wechsler",ACM SIGMOD Record ,1994,ID1185
Metadata for mixed-media access,"Francine Chen, Marti Hearst, Julian Kupiec, Jan Pedersen, Lynn Wilcox",ACM SIGMOD Record ,1994,ID1186
Loading databases using dataflow parallelism,"Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan",ACM SIGMOD Record ,1994,ID1187
Recent design trade-offs in SQL3,"Nelson Mattos, Linda G. DeMichiel",ACM SIGMOD Record ,1994,ID1188
Unix RDBMS: the next generation what are the Unix relational-database vendors doing to survive in the next generation of client/server environments,Bill Rosenblatt,ACM SIGMOD Record ,1994,ID2221
Sleepers and workaholics: caching strategies in mobile environments,"Daniel Barbar&#225;, Tomasz Imieli&#324;ski",International Conference on Management of Data,1994,ID562
Data replication for mobile computers,"Yixiu Huang, Prasad Sistla, Ouri Wolfson",International Conference on Management of Data,1994,ID538
Energy efficient indexing on air,"Tomasz Imielinski, S. Viswanathan, B. R. Badrinath",International Conference on Management of Data,1994,ID539
SIGMOD challenges paper: database issues in telecommunications network management,Ilsoo Ahn,International Conference on Management of Data,1994,ID563
ASSET: a system for supporting extended transactions,"A. Biliris, S. Dar, N. Gehani, H. V. Jagadish, K. Ramamritham",International Conference on Management of Data,1994,ID540
ARIES/CSA: a method for database recovery in client-server architectures,"C. Mohan, Inderpal Narang",International Conference on Management of Data,1994,ID541
Ensuring relaxed atomicity for flexible transactions in multidatabase systems,"Aidong Zhang, Marian Nodine, Bharat Bhargava, Omran Bukhres",International Conference on Management of Data,1994,ID542
Virtual database technology,"Ashish Gupta, Venky Harinarayan, Anand Rajaraman",ACM SIGMOD Record ,1997,ID1057
Research issues in federated database systems: report of EFDBS '97 workshop,"S. Conrad, B. Eaglestone, W. Hasselbring, M. Roantree, M. Sch&#246;hoff, M. Str&#228;ssler, M. Vermeer, F. Saltor",ACM SIGMOD Record ,1997,ID1056
Information systems research at George Mason University,"Sushil Jajodia, Daniel Barbar&#225;, Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang",ACM SIGMOD Record ,1997,ID1059
"The five-minute rule ten years later, and other computer storage rules of thumb","Jim Gray, Goetz Graefe",ACM SIGMOD Record ,1997,ID1058
Extracting entity profiles from semistructured information spaces,"Robert A. Nado, Scott B. Huffman",ACM SIGMOD Record ,1997,ID1048
Integrating dynamically-fetched external information into a DBMS for semistructured data,"Jason McHugh, Jennifer Widom",ACM SIGMOD Record ,1997,ID1052
Workshop on workflow management in scientific and engineering applications-report,"R. McClatchey, G. Vossen",ACM SIGMOD Record ,1997,ID1055
Inferring structure in semistructured data,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record ,1997,ID1053
Management of semistructured data,Dan Suciu,ACM SIGMOD Record ,1997,ID1049
"Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe","Brigitta K&#246;nig-Ries, Peter C. Lockermann",ACM SIGMOD Record ,1997,ID1069
Semistructured and structured data in the Web: going back and forth,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",ACM SIGMOD Record ,1997,ID1051
Wrapper generation for semi-structured Internet sources,"Naveen Ashish, Craig A. Knoblock",ACM SIGMOD Record ,1997,ID1050
Database systems-breaking out of the box,"Avi Silberschatz, Stan Zdonik",ACM SIGMOD Record ,1997,ID1064
Asserting beliefs in MLS relational models,"Nenad A. Jukic, Susan V. Vrbsky",ACM SIGMOD Record ,1997,ID1063
Lore: a database management system for semistructured data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record ,1997,ID1068
Report on DART '96: databases: active and real-time (concepts meet practice),"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record ,1997,ID1067
Where will object technology drive data administration?,Arnon Rosenthal,ACM SIGMOD Record ,1998,ID1045
Repositories and object oriented databases,Philip A. Bernstein,ACM SIGMOD Record ,1998,ID1046
Towards on-line analytical mining in large databases,Jiawei Han,ACM SIGMOD Record ,1998,ID1047
Intelligent access to heterogeneous information sources: report on the 4th workshop on knowledge representation meets databases,"Franz Baader, Manfred A. Jeusfeld, Werner Nutt",ACM SIGMOD Record ,1997,ID1054
An extensible notation for spatiotemporal index queries,"Vassilis J. Tsotras, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record ,1998,ID1034
T2: a customizable parallel database for multi-dimensional data,"Chialin Chang, Anurag Acharya, Alan Sussman, Joel Saltz",ACM SIGMOD Record ,1998,ID1042
Workflow history management,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",ACM SIGMOD Record ,1998,ID1043
Towards a richer Web object model,Frank Manola,ACM SIGMOD Record ,1998,ID1044
Materialized views and data warehouses,Nick Roussopoulos,ACM SIGMOD Record ,1998,ID1038
Applications of JAVA programming language to database management,"Bradley F. Burton, Victor W. Marek",ACM SIGMOD Record ,1998,ID1033
Unbundling active functionality,"Stella Gatziu, Arne Koschel, G&#252;nter von B&#252;ltzingsloewen, Hans Fritschi",ACM SIGMOD Record ,1998,ID1039
Mining fuzzy association rules in databases,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record ,1998,ID1040
The database and information system research group at the University of ULM,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record ,1997,ID1060
Workshop report on experiences using object data management in the real-world,Akmal B. Chaudhri,ACM SIGMOD Record ,1998,ID1035
Report on the second IEEE metadata conference (Metadata '97),"Ron Musick, Chris Miller",ACM SIGMOD Record ,1998,ID1036
PREDATOR: a resource for database research,Praveen Seshadri,ACM SIGMOD Record ,1998,ID1037
Your mediators need data conversion!,"Sophie Cluet, Claude Delobel, J&#233;r&#466;me Sim&#233;on, Katarzyna Smaga",International Conference on Management of Data,1998,ID289
Dimensionality reduction for similarity searching in dynamic databases,"K. V. Ravi Kanth, Divyakant Agrawal, Ambuj Singh",International Conference on Management of Data,1998,ID250
Optimal multi-step k-nearest neighbor search,"Thomas Seidl, Hans-Peter Kriegel",International Conference on Management of Data,1998,ID288
The pyramid-technique: towards breaking the curse of dimensionality,"Stefan Berchtold, Christian B&#246;hm, Hans-Peter Kriegal",International Conference on Management of Data,1998,ID287
Cost-based query scrambling for initial delays,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg",International Conference on Management of Data,1998,ID249
Interaction of query evaluation and buffer management for information retrieval,"Bj&#246;rn T. J&#243;nsson, Michael J. Franklin, Divesh Srivastava",International Conference on Management of Data,1998,ID286
Efficient mid-query re-optimization of sub-optimal query execution plans,"Navin Kabra, David J. DeWitt",International Conference on Management of Data,1998,ID248
Automatic subspace clustering of high dimensional data for data mining applications,"Rakesh Agrawal, Johannes Gehrke, Dimitrios Gunopulos, Prabhakar Raghavan",International Conference on Management of Data,1998,ID247
Efficiently mining long patterns from databases,"Roberto J. Bayardo, Jr.",International Conference on Management of Data,1998,ID246
CURE: an efficient clustering algorithm for large databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,1998,ID245
Changing the rules: transformations for rule-based optimizers,"Mitch Cherniack, Stan Zdonik",International Conference on Management of Data,1998,ID244
Query unnesting in object-oriented databases,Leonidas Fegaras,International Conference on Management of Data,1998,ID285
Reusing invariants: a new strategy for correlated queries,"Jun Rao, Kenneth A. Ross",International Conference on Management of Data,1998,ID284
Parallel mining algorithms for generalized association rules with classification hierarchy,"Takahiko Shintani, Masaru Kitsuregawa",International Conference on Management of Data,1998,ID283
Exploratory mining and pruning optimizations of constrained associations rules,"Raymond T. Ng, Laks V. S. Lakshmanan, Jiawei Han, Alex Pang",International Conference on Management of Data,1998,ID243
Query flocks: a generalization of association-rule mining,"Dick Tsur, Jeffrey D. Ullman, Serge Abiteboul, Chris Clifton, Rajeev Motwani, Svetlozar Nestorov, Arnon Rosenthal",International Conference on Management of Data,1998,ID282
Bitmap index design and evaluation,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1998,ID256
AutoAdmin what-if index analysis utility,"Surajit Chaudhuri, Vivek Narasayya",International Conference on Management of Data,1998,ID257
New sampling-based summary statistics for improving approximate query answers,"Phillip B. Gibbons, Yossi Matias",International Conference on Management of Data,1998,ID297
Integrating association rule mining with relational database systems: alternatives and implications,"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",International Conference on Management of Data,1998,ID298
Enhanced hypertext categorization using hyperlinks,"Soumen Chakrabarti, Byron Dom, Piotr Indyk",International Conference on Management of Data,1998,ID254
Cost-based optimization of decision support queries using transient-views,"Subbu N. Subramanian, Shivakumar Venkataraman",International Conference on Management of Data,1998,ID255
NoDoSE-a tool for semi-automatically extracting structured and semistructured data from text documents,Brad Adelberg,International Conference on Management of Data,1998,ID296
Extracting schema from semistructured data,"Svetlozar Nestorov, Serge Abiteboul, Rajeev Motwani",International Conference on Management of Data,1998,ID253
Caching multidimensional queries using chunks,"Prasad M. Deshpande, Karthikeyan Ramasamy, Amit Shukla, Jeffrey F. Naughton",International Conference on Management of Data,1998,ID252
Simultaneous optimization and evaluation of multiple dimensional queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",International Conference on Management of Data,1998,ID295
Incremental distance join algorithms for spatial databases,"G&#237;sli R. Hjaltason, Hanan Samet",International Conference on Management of Data,1998,ID294
An alternative storage organization for ROLAP aggregate views based on cubetrees,"Yannis Kotidis, Nick Roussopoulos",International Conference on Management of Data,1998,ID251
The DEDALE system for complex spatial queries,"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",International Conference on Management of Data,1998,ID292
Similarity query processing using disk arrays,"Apostolos N. Papadopoulos, Yannis Manolopoulos",International Conference on Management of Data,1998,ID293
Using schematically heterogeneous structures,Re&#233;e J. Miller,International Conference on Management of Data,1998,ID290
Integration of heterogeneous databases without common domains using queries based on textual similarity,William W. Cohen,International Conference on Management of Data,1998,ID291
A framework for implementing hypothetical queries,"Timothy Griffin, Richard Hull",International Conference on Management of Data,1997,ID333
On saying Enough already! in SQL,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,1997,ID360
Dynamic itemset counting and implication rules for market basket data,"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",International Conference on Management of Data,1997,ID334
High-performance sorting on networks of workstations,"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",International Conference on Management of Data,1997,ID361
Scalable parallel data mining for association rules,"Eui-Hong Han, George Karypis, Vipin Kumar",International Conference on Management of Data,1997,ID362
Beyond market baskets: generalizing association rules to correlations,"Sergey Brin, Rajeev Motwani, Craig Silverstein",International Conference on Management of Data,1997,ID335
DEVise: integrated querying and visual exploration of large datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,1997,ID337
Efficiently supporting ad hoc queries in large datasets of time sequences,"Flip Korn, H. V. Jagadish, Christos Faloutsos",International Conference on Management of Data,1997,ID336
The BUCKY object-relational benchmark,"Michael J. Carey, David J. DeWitt, Jeffrey F. Naughton, Mohammad Asgarian, Paul Brown, Johannes E. Gehrke, Dhaval N. Shah",International Conference on Management of Data,1997,ID2187
Database performance in the real world: TPC-D and SAP R/3,"Joachen Doppelhammer, Thomas H&#246;ppler, Alfons Kemper, Donald Kossmann",International Conference on Management of Data,1997,ID356
An array-based algorithm for simultaneous multidimensional aggregates,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton",International Conference on Management of Data,1997,ID331
The STRIP rule system for efficiently maintaining derived data,"Brad Adelberg, Hector Garcia-Molina, Jennifer Widom",International Conference on Management of Data,1997,ID357
Balancing push and pull for data broadcast,"Swarup Acharya, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,1997,ID332
Online aggregation,"Joseph M. Hellerstein, Peter J. Haas, Helen J. Wang",International Conference on Management of Data,1997,ID358
STARTS: Stanford proposal for Internet meta-searching,"Luis Gravano, Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina, Andreas Paepcke",International Conference on Management of Data,1997,ID359
InfoSleuth: agent-based semantic integration of information in open and dynamic environments,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,1997,ID2181
Supporting multiple view maintenance policies,"Latha S. Colby, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick, Kenneth A. Ross",International Conference on Management of Data,1997,ID368
Efficient view maintenance at data warehouses,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",International Conference on Management of Data,1997,ID341
Eliminating costly redundant computations from SQL trigger executions,"Fran&#231;ois Llirbat, Fran&#231;oise Fabret, Eric Simon",International Conference on Management of Data,1997,ID342
Temporal aggregation in active database rules,"Iakovos Motakis, Carlo Zaniolo",International Conference on Management of Data,1997,ID369
Association rules over interval data,"R. J. Miller, Y. Yang",International Conference on Management of Data,1997,ID343
Secure transaction processing in firm real-time database systems,"Binto George, Jayant Haritsa",International Conference on Management of Data,1997,ID370
A unified framework for enforcing multiple access control policies,"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",International Conference on Management of Data,1997,ID344
Revisiting commit processing in distributed database systems,"Ramesh Gupta, Jayant Haritsa, Krithi Ramamritham",International Conference on Management of Data,1997,ID371
Partitioned garbage collection of a large object store,"Umesh Maheshwari, Barbara Liskov",International Conference on Management of Data,1997,ID363
Size separation spatial join,"Nick Koudas, Kenneth C. Sevcik",International Conference on Management of Data,1997,ID364
